2014-02-20 00:12:27,566 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,566 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,566 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,566 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,566 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,566 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,566 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,566 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,567 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,603 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:27,680 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 13] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:28,200 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 8] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:28,200 [23] INFO  Umbraco.Web.UI.Install.InstallerRestService - [Thread 8] Running 'Install' service
2014-02-20 00:12:28,201 [23] INFO  Umbraco.Core.DatabaseContext - [Thread 8] Database configuration status: Started
2014-02-20 00:12:28,435 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 8] CurrentVersion different from configStatus: '7.0.4',''
2014-02-20 00:12:28,436 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Initializing database schema creation
2014-02-20 00:12:28,512 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [umbracoNode] ([id] INTEGER NOT NULL IDENTITY(1050,1),
[trashed] BIT NOT NULL CONSTRAINT [DF_umbracoNode_trashed] DEFAULT ('0'),
[parentID] INTEGER NOT NULL,
[nodeUser] INTEGER NULL,
[level] INTEGER NOT NULL,
[path] NVARCHAR(150) NOT NULL,
[sortOrder] INTEGER NOT NULL,
[uniqueID] UniqueIdentifier NULL,
[text] NVARCHAR(255) NULL,
[nodeObjectType] UniqueIdentifier NULL,
[createDate] DATETIME NOT NULL CONSTRAINT [DF_umbracoNode_createDate] DEFAULT (getdate()))
2014-02-20 00:12:28,513 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [PK_structure] PRIMARY KEY ([id])
2014-02-20 00:12:28,513 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Creating data in table umbracoNode
2014-02-20 00:12:28,529 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Done creating data in table umbracoNode
2014-02-20 00:12:28,530 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [FK_umbracoNode_umbracoNode_id] FOREIGN KEY ([parentID]) REFERENCES [umbracoNode] ([id])
2014-02-20 00:12:28,530 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeTrashed] ON [umbracoNode] ([trashed])
2014-02-20 00:12:28,530 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeParentId] ON [umbracoNode] ([parentID])
2014-02-20 00:12:28,530 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeObjectType] ON [umbracoNode] ([nodeObjectType])
2014-02-20 00:12:28,550 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] New table 'umbracoNode' was created
2014-02-20 00:12:28,589 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [cmsTemplate] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[master] INTEGER NULL,
[alias] NVARCHAR(100) NULL,
[design] NTEXT NOT NULL)
2014-02-20 00:12:28,590 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [PK_cmsTemplate] PRIMARY KEY ([pk])
2014-02-20 00:12:28,590 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Creating data in table cmsTemplate
2014-02-20 00:12:28,590 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Done creating data in table cmsTemplate
2014-02-20 00:12:28,590 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_umbracoNode] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2014-02-20 00:12:28,590 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_cmsTemplate] FOREIGN KEY ([master]) REFERENCES [umbracoNode] ([id])
2014-02-20 00:12:28,591 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsTemplate_nodeId] ON [cmsTemplate] ([nodeId])
2014-02-20 00:12:28,603 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] New table 'cmsTemplate' was created
2014-02-20 00:12:28,646 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [cmsContent] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[contentType] INTEGER NOT NULL)
2014-02-20 00:12:28,646 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [PK_cmsContent] PRIMARY KEY ([pk])
2014-02-20 00:12:28,646 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Creating data in table cmsContent
2014-02-20 00:12:28,646 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Done creating data in table cmsContent
2014-02-20 00:12:28,646 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [FK_cmsContent_umbracoNode_id] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2014-02-20 00:12:28,647 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContent] ON [cmsContent] ([nodeId])
2014-02-20 00:12:28,660 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] New table 'cmsContent' was created
2014-02-20 00:12:28,702 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [cmsContentVersion] ([id] INTEGER NOT NULL IDENTITY(1,1),
[ContentId] INTEGER NOT NULL,
[VersionId] UniqueIdentifier NOT NULL,
[VersionDate] DATETIME NOT NULL CONSTRAINT [DF_cmsContentVersion_VersionDate] DEFAULT (getdate()),
[LanguageLocale] NVARCHAR(10) NULL)
2014-02-20 00:12:28,702 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [PK_cmsContentVersion] PRIMARY KEY ([id])
2014-02-20 00:12:28,702 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Creating data in table cmsContentVersion
2014-02-20 00:12:28,702 [23] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Done creating data in table cmsContentVersion
2014-02-20 00:12:28,703 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [FK_cmsContentVersion_cmsContent_nodeId] FOREIGN KEY ([ContentId]) REFERENCES [cmsContent] ([nodeId])
2014-02-20 00:12:28,703 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_cmsContentVersion_ContentId] ON [cmsContentVersion] ([ContentId])
2014-02-20 00:12:28,703 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContentVersion_VersionId] ON [cmsContentVersion] ([VersionId])
2014-02-20 00:12:28,716 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] New table 'cmsContentVersion' was created
2014-02-20 00:12:28,761 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [cmsDocument] ([nodeId] INTEGER NOT NULL,
[published] BIT NOT NULL,
[documentUser] INTEGER NOT NULL,
[versionId] UniqueIdentifier NOT NULL,
[text] NVARCHAR(255) NOT NULL,
[releaseDate] DATETIME NULL,
[expireDate] DATETIME NULL,
[updateDate] DATETIME NOT NULL CONSTRAINT [DF_cmsDocument_updateDate] DEFAULT (getdate()),
[templateId] INTEGER NULL,
[alias] NVARCHAR(255) NULL,
[newest] BIT NOT NULL CONSTRAINT [DF_cmsDocument_newest] DEFAULT ('0'))
2014-02-20 00:12:28,762 [23] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [cmsDocument] ADD CONSTRAINT [PK_cmsDocument] PRIMARY KEY ([versionId])
